seed,score,rain_events,rain_count,turn_rain_counts,shock_2050_2055,shock_2065_2075,shock_2080_2100,rain_count_good,rain_counts_increase,no_policy_severe,neglect_or_agri_severe,balanced_avoids_severe,hard_less_than_no_policy,resident_prompt_no_policy,housing_prompt_no_policy,balanced_no_resident_prompt,relocation_no_resident_prompt,rnd_delays_crop,infra_ecosystem_worse
278,110,"[[2030, 190.90360337770178], [2037, 182.75014760878534], [2038, 143.30884524533036], [2047, 193.49898099055184], [2054, 245.13122631974431], [2060, 183.95157166682273], [2061, 221.7707567127693], [2062, 204.38972083921274], [2063, 163.35594388097093], [2074, 172.42712019713093], [2076, 216.93073971266426], [2079, 191.65060762007286], [2084, 198.35948598882513], [2087, 163.2373700002755], [2089, 159.40983171414064], [2094, 148.98166350827728], [2097, 235.0209620626801], [2099, 160.4734346149625], [2100, 162.9810515460035]]",19,"[4, 6, 9]",False,False,True,False,True,True,True,False,True,False,False,True,True,True,True
314,110,"[[2026, 202.9442340914513], [2027, 164.34075302443074], [2038, 172.86724144028662], [2040, 214.79130375689613], [2043, 190.97891850539466], [2048, 197.30942006300037], [2051, 164.19155630249608], [2058, 150.72800416866917], [2064, 163.93031560319852], [2070, 177.31079013249118], [2078, 170.69530847193846], [2086, 221.9673245978279], [2087, 147.67986372820508], [2092, 180.92600076400817]]",14,"[6, 4, 4]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
315,110,"[[2026, 164.3681088339713], [2037, 172.8794670303743], [2039, 214.73187498034702], [2042, 190.96026047443138], [2047, 197.28025156506078], [2050, 164.21806147755777], [2057, 150.77651363145785], [2063, 163.9566840492317], [2069, 177.31515978640775], [2077, 170.71023350417872], [2085, 221.90086050909832], [2086, 147.73096852917698], [2091, 180.92454805102113]]",13,"[6, 3, 4]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
316,110,"[[2036, 172.89169262046192], [2038, 214.6724462037979], [2041, 190.9416024434681], [2046, 197.25108306712121], [2049, 164.24456665261945], [2056, 150.8250230942465], [2062, 163.9830524952649], [2068, 177.31952944032432], [2076, 170.72515853641895], [2084, 221.8343964203687], [2085, 147.78207333014888], [2090, 180.92309533803413]]",12,"[5, 3, 4]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
408,110,"[[2032, 172.47768918390173], [2036, 187.4747094573882], [2040, 221.70375549857147], [2041, 182.7473482488627], [2053, 150.856886746008], [2067, 213.78092215620003], [2071, 167.69542753585995], [2089, 234.28927429916706], [2092, 213.40556750838056], [2094, 160.88813076558105]]",10,"[4, 3, 3]",False,True,True,True,False,True,True,False,False,False,False,True,True,True,True
409,110,"[[2031, 172.49071644162382], [2035, 187.46185369173665], [2039, 221.632519215387], [2040, 182.74266336756133], [2052, 150.9055861474828], [2066, 213.7257631976991], [2070, 167.71538860358856], [2088, 234.2037023739038], [2091, 213.3531607462652], [2093, 160.91801974785116]]",10,"[4, 3, 3]",False,True,True,True,False,True,True,False,False,False,False,True,True,True,True
410,110,"[[2030, 172.5037436993459], [2034, 187.44899792608513], [2038, 221.56128293220252], [2039, 182.73797848625998], [2051, 150.9542855489576], [2065, 213.6706042391982], [2069, 167.73534967131718], [2087, 234.11813044864056], [2090, 213.30075398414988], [2092, 160.94790873012124], [2100, 199.3155054606055]]",11,"[4, 3, 4]",False,True,True,True,False,True,True,False,False,False,False,True,True,True,True
471,110,"[[2029, 210.1039414951139], [2031, 162.77113664859687], [2044, 187.00698029564657], [2050, 219.86115424960053], [2052, 209.04971437157744], [2074, 169.11662682860376], [2080, 218.06049847802169], [2082, 166.1442490354939], [2086, 191.9278273037004], [2091, 184.91110064640006], [2095, 262.31896038830075], [2100, 201.65422497418822]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
472,110,"[[2028, 210.05153473299856], [2030, 162.80102563086695], [2043, 186.9950925442967], [2049, 219.79420893296253], [2051, 209.0010897898938], [2073, 169.13419684986752], [2079, 217.9996434096466], [2081, 166.16633242728616], [2085, 191.90893707946378], [2090, 184.90338398994106], [2094, 262.1904230867799], [2099, 201.6206748248258]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
488,110,"[[2027, 186.80488852269895], [2033, 218.72308386675445], [2035, 208.22309648295533], [2057, 169.4153171900881], [2063, 217.02596231564513], [2065, 166.5196666959621], [2069, 191.6066934916777], [2074, 184.77991748659724], [2078, 260.13382626244584], [2083, 201.08387243502744], [2087, 172.7668610153257], [2089, 171.32379660678708], [2093, 196.5250092604973], [2095, 163.08506659319335], [2099, 188.28457839563728]]",15,"[3, 5, 7]",False,False,False,False,True,True,True,False,True,False,False,True,True,True,True
489,110,"[[2026, 186.79300077134906], [2032, 218.65613855011645], [2034, 208.17447190127166], [2056, 169.4328872113519], [2062, 216.96510724727005], [2064, 166.54175008775434], [2068, 191.58780326744107], [2073, 184.77220083013825], [2077, 260.00528896092493], [2082, 201.05032228566503], [2086, 172.77829809978306], [2088, 171.33747222573606], [2092, 196.49912537935532], [2094, 163.1114784901034], [2098, 188.27172269872543]]",15,"[3, 5, 7]",False,False,False,False,True,True,True,False,True,False,False,True,True,True,True
552,110,"[[2029, 194.86844086741098], [2041, 221.54267533885158], [2043, 201.65604474258876], [2044, 185.59768443410022], [2074, 148.0141143501985], [2080, 260.5966422046094], [2083, 204.9877001438936], [2087, 246.7909944591011], [2090, 200.31608502987262], [2092, 224.4419607019499], [2097, 155.15352908977582]]",11,"[4, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
553,110,"[[2028, 194.84255698626902], [2040, 221.47183521038093], [2042, 201.61924155900095], [2043, 185.58818763549655], [2073, 148.0657520807217], [2079, 260.46777594251887], [2082, 204.947937947711], [2086, 246.68538412225593], [2089, 166.74923946081518], [2091, 224.37224001057527], [2096, 155.192204939536]]",11,"[4, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
554,110,"[[2027, 194.81667310512702], [2039, 221.4009950819103], [2041, 201.58243837541318], [2042, 185.5786908368929], [2072, 148.1173898112449], [2078, 260.3389096804284], [2081, 204.9081757515284], [2085, 246.5797737854107], [2088, 166.7701255954187], [2090, 224.30251931920066], [2095, 155.23088078929618]]",11,"[4, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
555,110,"[[2026, 194.79078922398506], [2038, 221.33015495343966], [2040, 201.54563519182537], [2041, 185.56919403828923], [2071, 148.16902754176812], [2077, 260.2100434183379], [2080, 204.8684135553458], [2084, 246.4741634485655], [2087, 166.79101173002223], [2089, 224.23279862782599], [2094, 155.2695566390564]]",11,"[4, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
556,110,"[[2037, 221.25931482496904], [2039, 201.5088320082376], [2040, 185.55969723968556], [2070, 148.2206652722913], [2076, 260.08117715624735], [2079, 204.8286513591632], [2083, 246.3685531117203], [2086, 166.81189786462576], [2088, 224.16307793645137], [2093, 155.30823248881657], [2100, 181.14818642787884]]",11,"[3, 1, 7]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
612,110,"[[2027, 190.11132865462642], [2032, 220.25871921947146], [2044, 181.04856511762463], [2052, 199.47754995966855], [2062, 202.50617798606018], [2078, 184.92294465866394], [2080, 182.72660820030896], [2091, 199.25811270751998], [2097, 162.84591729212553], [2098, 171.37632202660737], [2099, 167.87487230528595], [2100, 288.5976933378554]]",12,"[3, 2, 7]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
613,110,"[[2026, 190.0936647413291], [2031, 220.18899852809682], [2043, 181.04678616565582], [2051, 199.44494765222768], [2061, 202.46912642305398], [2077, 184.9150480929878], [2079, 182.7222486166173], [2090, 199.2278530467001], [2096, 162.87261922206886], [2097, 171.38972472328004], [2098, 167.8936876220368], [2099, 288.42943661953643]]",12,"[3, 2, 7]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
614,110,"[[2030, 220.11927783672218], [2042, 181.04500721368697], [2050, 199.41234534478681], [2060, 202.43207486004775], [2076, 184.90715152731167], [2078, 182.71788903292563], [2089, 199.1975933858802], [2095, 162.89932115201216], [2096, 171.40312741995274], [2097, 167.9125029387876], [2098, 288.26117990121753]]",11,"[3, 1, 7]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
615,110,"[[2029, 220.04955714534753], [2041, 181.04322826171816], [2049, 199.37974303734597], [2059, 202.39502329704155], [2075, 184.89925496163553], [2077, 182.71352944923393], [2088, 199.1673337250603], [2094, 162.9260230819555], [2095, 171.4165301166254], [2096, 167.93131825553846], [2097, 288.0929231828986]]",11,"[3, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
616,110,"[[2028, 219.9798364539729], [2040, 181.04144930974934], [2048, 199.3471407299051], [2058, 202.35797173403532], [2074, 184.8913583959594], [2076, 182.70916986554226], [2087, 199.1370740642404], [2093, 162.95272501189882], [2094, 189.6001077108644], [2095, 167.95013357228927], [2096, 287.9246664645796]]",11,"[3, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
678,110,"[[2031, 164.6082446683848], [2032, 188.66926616785386], [2033, 205.8726192653772], [2044, 194.33279431254783], [2047, 155.7511376503935], [2051, 213.40678117638942], [2077, 174.10028970466576], [2084, 155.77404565794305], [2087, 165.8552631397038], [2088, 240.74045534284062], [2099, 214.85946482230378], [2100, 159.51360546163977]]",12,"[5, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
679,110,"[[2030, 164.63494659832813], [2031, 188.6542525945795], [2032, 205.82789011376997], [2043, 194.30847788981688], [2046, 155.79206893480324], [2050, 213.35076980675237], [2076, 174.1097682385348], [2083, 155.81253446420598], [2086, 165.87762888581224], [2087, 240.64456378050414], [2098, 214.80537121694883], [2099, 159.54534622343004]]",12,"[6, 0, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
680,110,"[[2029, 164.66164852827146], [2030, 188.63923902130512], [2031, 205.78316096216275], [2042, 194.28416146708597], [2045, 155.833000219213], [2049, 213.29475843711532], [2075, 174.1192467724038], [2082, 155.8510232704689], [2085, 165.89999463192066], [2086, 240.5486722181677], [2097, 214.7512776115939], [2098, 159.57708698522032], [2100, 195.2920530714815]]",13,"[6, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
681,110,"[[2028, 164.68835045821479], [2029, 188.62422544803076], [2030, 205.73843181055554], [2041, 194.25984504435502], [2044, 155.87393150362274], [2048, 213.23874706747824], [2074, 174.12872530627286], [2081, 155.8895120767318], [2084, 165.9223603780291], [2085, 240.45278065583122], [2096, 214.69718400623896], [2097, 159.60882774701062], [2099, 195.26836020483685]]",13,"[6, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
682,110,"[[2027, 164.7150523881581], [2028, 188.6092118747564], [2029, 205.69370265894833], [2040, 194.2355286216241], [2043, 155.9148627880325], [2047, 213.18273569784117], [2080, 155.92800088299472], [2083, 165.94472612413756], [2084, 240.35688909349477], [2095, 214.64309040088403], [2096, 159.64056850880092], [2098, 195.24466733819224]]",12,"[6, 0, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
683,110,"[[2026, 164.7417543181014], [2027, 188.59419830148204], [2039, 194.21121219889315], [2042, 155.95579407244225], [2046, 213.12672432820412], [2079, 155.96648968925763], [2082, 165.967091870246], [2083, 240.2609975311583], [2094, 214.58899679552908], [2095, 159.6723092705912], [2097, 195.22097447154763]]",11,"[5, 0, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
684,110,"[[2026, 188.57918472820768], [2038, 194.18689577616223], [2041, 155.996725356852], [2045, 213.07071295856707], [2078, 156.00497849552053], [2081, 165.98945761635446], [2082, 240.16510596882182], [2094, 159.70405003238147], [2096, 195.19728160490303]]",9,"[4, 0, 5]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
685,110,"[[2037, 194.16257935343128], [2040, 156.03765664126178], [2044, 213.01470158893], [2077, 156.04346730178347], [2080, 166.01182336246288], [2081, 240.06921440648537], [2093, 159.73579079417178], [2095, 195.17358873825842]]",8,"[3, 0, 5]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
686,110,"[[2036, 194.13826293070036], [2039, 156.0785879256715], [2043, 212.95869021929295], [2076, 156.08195610804637], [2079, 166.03418910857133], [2080, 239.9733228441489], [2092, 159.76753155596205], [2094, 195.14989587161378]]",8,"[3, 0, 5]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
702,110,"[[2027, 212.06250830509998], [2063, 166.39204104630642], [2064, 247.087496262311], [2076, 171.56553013721347], [2087, 202.90849239361614], [2095, 207.99300593419193]]",6,"[1, 2, 3]",False,False,False,True,True,False,False,True,False,True,True,True,True,True,True
703,110,"[[2026, 212.0064969354629], [2062, 166.41440679241484], [2063, 246.97741363834567], [2075, 171.5791028473375], [2086, 202.87226934262105], [2094, 207.9492961323763], [2100, 205.82157786247205]]",7,"[1, 3, 3]",False,False,False,True,True,False,False,True,False,True,True,True,True,True,True
704,110,"[[2061, 166.4367725385233], [2062, 246.86733101438034], [2074, 171.59267555746152], [2085, 202.83604629162593], [2093, 207.9055863305607], [2099, 205.78157099106053]]",6,"[0, 3, 3]",False,False,False,True,True,False,False,True,False,True,True,True,True,True,True
728,110,"[[2038, 244.22534803921195], [2050, 171.9184206004381], [2075, 204.82140607718375], [2077, 234.4114511830051], [2078, 159.42292344015664], [2084, 180.52060277597676], [2085, 229.44329005539373], [2086, 204.54849480116872], [2087, 146.48693995920365], [2093, 193.88562245012497], [2099, 245.54079624632362]]",11,"[2, 1, 8]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
729,110,"[[2037, 244.1152654152466], [2049, 171.93199331056212], [2074, 204.78139920577223], [2076, 234.32403319854768], [2077, 159.45592974994557], [2083, 180.51977567215653], [2084, 229.36486199502943], [2085, 204.50961709447003], [2086, 146.53993101867636], [2092, 193.86387276179403], [2098, 245.43909250575075], [2100, 200.14191559116836]]",12,"[2, 1, 9]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
834,110,"[[2032, 195.92316334342746], [2033, 214.6594653964451], [2036, 209.00566063039605], [2050, 219.4864150272557], [2052, 227.9744677002249], [2066, 191.30819290084347], [2079, 177.69198480076238], [2083, 192.48625921696902], [2088, 185.9147177038491], [2095, 154.2644452153802], [2098, 228.9326772937477], [2099, 211.33716216183552]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
835,110,"[[2031, 195.89558735545023], [2032, 214.59954535253917], [2035, 208.95577374479097], [2049, 219.42009907111586], [2051, 227.8941661043613], [2065, 191.28969819282807], [2078, 177.69568100446742], [2082, 192.46639019798315], [2087, 185.90538008004964], [2094, 154.30463011020336], [2097, 228.8566273956446], [2098, 211.28853433316496]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
839,110,"[[2027, 195.78528340354129], [2028, 214.35986517691543], [2031, 208.75622620237056], [2045, 219.15483524655656], [2047, 227.5729597209069], [2061, 191.21571936076649], [2074, 177.7104658192875], [2078, 192.3869141220397], [2083, 185.86802958485166], [2090, 154.4653696894961], [2093, 228.55242780323232], [2094, 211.09402301848277], [2100, 271.3718796727326]]",13,"[5, 2, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
840,110,"[[2026, 195.75770741556403], [2027, 214.29994513300952], [2044, 219.08851929041674], [2046, 227.4926581250433], [2060, 191.1972246527511], [2073, 177.71416202299253], [2077, 192.36704510305387], [2082, 185.85869196105216], [2089, 154.5055545843193], [2092, 228.47637790512925], [2093, 211.0453951898122], [2099, 271.2303119087421], [2100, 182.8748950352661]]",13,"[4, 2, 7]",False,False,True,True,False,True,True,False,True,False,False,True,True,True,True
942,110,"[[2027, 216.80893849815348], [2029, 177.00361573407633], [2033, 178.25506422035778], [2039, 226.21753515077262], [2041, 174.66782037882982], [2049, 218.04333484822521], [2057, 167.11841152366847], [2058, 174.72289116321795], [2063, 237.10981557046307], [2065, 167.32024356175305], [2068, 193.54236497346636], [2071, 231.50318272522713], [2074, 166.2973974537064], [2075, 227.496424210031], [2076, 182.62325914810467], [2084, 154.36690355691803], [2087, 143.83511667643245], [2093, 187.03881411117365], [2095, 197.04116292801746], [2099, 212.61983441391234]]",20,"[6, 8, 6]",False,True,False,False,False,True,True,False,False,True,True,True,True,True,True
943,110,"[[2026, 216.7446353862276], [2028, 177.00883202103518], [2032, 178.2580809036024], [2038, 226.13845357021643], [2040, 174.67691301155776], [2048, 217.97933500589463], [2056, 167.13979428850942], [2057, 174.73163637199104], [2062, 237.01595111660225], [2064, 167.34101545388216], [2067, 193.52028845860508], [2070, 231.4196317914898], [2073, 166.3195188139057], [2074, 227.41986999187068], [2075, 182.6190378115445], [2083, 154.4076279498144], [2086, 143.89230081541257], [2092, 187.0277888932774], [2094, 197.01455392946824], [2098, 212.5692161827225]]",20,"[6, 9, 5]",False,True,False,False,False,True,True,False,False,True,True,True,True,True,True
944,110,"[[2027, 177.014048307994], [2031, 178.26109758684703], [2037, 226.05937198966024], [2039, 174.6860056442857], [2047, 217.91533516356404], [2055, 167.1611770533504], [2056, 174.7403815807641], [2061, 236.92208666274144], [2063, 167.36178734601128], [2066, 193.49821194374383], [2069, 231.33608085775248], [2072, 166.34164017410495], [2073, 227.34331577371037], [2074, 182.61481647498434], [2082, 154.44835234271085], [2085, 143.9494849543927], [2091, 187.01676367538118], [2093, 196.98794493091904], [2097, 212.51859795153266]]",19,"[5, 9, 5]",False,True,False,False,False,True,True,False,False,True,True,True,True,True,True
297,105,"[[2028, 193.06605008345193], [2035, 243.06677133868476], [2042, 220.46203806900056], [2043, 203.626825055672], [2044, 163.87570426224138], [2055, 172.65940640879643], [2057, 215.80159295823108], [2060, 191.29610503177048], [2065, 197.80528452797319], [2068, 163.74096832644747], [2075, 149.90334330126188], [2081, 163.4820520206342], [2087, 177.23650601590958], [2089, 198.65798619245396], [2095, 170.4415829238543], [2098, 179.3800152739288]]",16,"[5, 6, 5]",False,False,False,False,False,True,True,False,True,True,True,False,True,True,True
298,105,"[[2027, 193.04326424623613], [2034, 242.95811581336582], [2041, 220.39315814038113], [2042, 203.58667264601195], [2043, 163.90306007178194], [2054, 172.6716319988841], [2056, 215.74216418168197], [2059, 191.2774470008072], [2064, 197.7761160300336], [2067, 163.76747350150913], [2074, 149.95185276405056], [2080, 163.5084204666674], [2086, 177.24087566982615], [2088, 198.6285770721326], [2094, 170.45650795609453], [2097, 179.3809788381123]]",16,"[5, 6, 5]",False,False,False,False,False,True,True,False,True,True,True,False,True,True,True
299,105,"[[2026, 193.02047840902037], [2033, 242.84946028804688], [2040, 220.32427821176174], [2041, 203.5465202363519], [2042, 163.9304158813225], [2053, 172.68385758897176], [2055, 215.68273540513286], [2058, 191.25878896984392], [2063, 197.74694753209403], [2066, 163.79397867657082], [2073, 150.00036222683923], [2079, 163.53478891270058], [2085, 177.24524532374272], [2093, 170.47143298833478], [2096, 179.3819424022958]]",15,"[5, 6, 4]",False,False,False,False,False,True,True,False,True,True,True,False,True,True,True
22,100,"[[2034, 277.2126588753406], [2052, 190.6444364997875], [2059, 163.1057872535648], [2065, 234.11545048807687], [2074, 187.5418337688346], [2075, 204.4132569701531], [2082, 217.0739504071151], [2083, 210.53373626584707], [2084, 170.30540543695372], [2087, 181.13507844449984], [2088, 167.57984396054772], [2097, 190.78759857151923]]",12,"[1, 5, 6]",False,True,False,True,True,False,False,True,False,False,False,True,True,True,True
82,100,"[[2028, 168.75631340948095], [2037, 189.78008436203777], [2041, 178.7306793563638], [2050, 218.6954140003117], [2052, 193.34665417399623], [2073, 226.31750325103485], [2081, 219.4424851653477], [2082, 180.99630241740329]]",8,"[4, 2, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
83,100,"[[2027, 168.77592123362984], [2036, 189.7632924585464], [2040, 178.7328438495442], [2049, 218.630426500791], [2051, 193.3243140067992], [2072, 226.24260777338247], [2080, 219.37952110693095], [2081, 180.99471450371433]]",8,"[4, 2, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
84,100,"[[2026, 168.79552905777874], [2035, 189.74650055505506], [2039, 178.73500834272457], [2048, 218.56543900127033], [2050, 193.30197383960217], [2071, 226.16771229573007], [2079, 219.31655704851423], [2080, 180.9931265900254]]",8,"[5, 1, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
85,100,"[[2034, 189.7297086515637], [2038, 178.73717283590494], [2047, 218.50045150174967], [2049, 193.27963367240514], [2070, 226.09281681807767], [2078, 219.25359299009747], [2079, 180.99153867633646]]",7,"[4, 1, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
86,100,"[[2033, 189.71291674807233], [2037, 178.73933732908532], [2046, 218.43546400222897], [2048, 193.2572935052081], [2069, 226.01792134042526], [2077, 219.19062893168072], [2078, 180.9899507626475]]",7,"[4, 1, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
87,100,"[[2032, 189.696124844581], [2036, 178.7415018222657], [2045, 218.3704765027083], [2047, 193.23495333801108], [2068, 225.94302586277286], [2076, 219.12766487326397], [2077, 180.9883628489586]]",7,"[4, 1, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
88,100,"[[2031, 189.67933294108963], [2035, 178.7436663154461], [2044, 218.30548900318763], [2046, 193.21261317081405], [2067, 225.86813038512045], [2075, 219.06470081484724], [2076, 180.98677493526964], [2100, 206.00447848890155]]",8,"[4, 2, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
89,100,"[[2030, 189.66254103759826], [2034, 178.74583080862647], [2043, 218.24050150366696], [2045, 193.19027300361702], [2066, 225.79323490746805], [2074, 219.0017367564305], [2075, 180.9851870215807], [2099, 205.96418823891875], [2100, 211.13655779805535]]",9,"[4, 3, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
90,100,"[[2029, 189.64574913410692], [2033, 178.74799530180684], [2042, 218.17551400414627], [2044, 193.16793283642], [2065, 225.71833942981567], [2073, 218.93877269801374], [2074, 180.98359910789176], [2098, 205.92389798893595], [2099, 211.08831611930668]]",9,"[4, 3, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
91,100,"[[2028, 189.62895723061555], [2032, 178.7501597949872], [2041, 218.1105265046256], [2064, 225.64344395216324], [2072, 218.87580863959698], [2073, 180.9820111942028], [2098, 211.04007444055804], [2100, 168.79787405261382]]",8,"[3, 3, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
92,100,"[[2027, 189.6121653271242], [2031, 178.75232428816759], [2040, 218.0455390051049], [2063, 225.56854847451086], [2071, 218.81284458118023], [2072, 180.9804232805139], [2097, 210.9918327618094], [2099, 168.815230157446]]",8,"[3, 3, 2]",False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
98,100,"[[2034, 217.65561400798086], [2057, 225.11917560859644], [2065, 218.43506023067977], [2066, 180.97089579838024], [2091, 210.70238268931752], [2093, 168.91936678643896], [2095, 207.26102474457846], [2096, 206.2886464030978]]",8,"[1, 3, 4]",False,True,False,True,True,False,False,True,False,False,False,True,True,True,True
125,100,"[[2030, 223.09699771198163], [2038, 216.7350306534276], [2068, 206.11171988695514], [2069, 205.1820641825665], [2077, 182.14709451422473], [2079, 225.0842479741506], [2081, 181.29525469538424], [2089, 173.96759668908243], [2091, 187.8821359197677], [2094, 195.1929792520594]]",10,"[2, 2, 6]",False,False,False,True,True,True,True,False,False,False,False,True,True,True,True
127,100,"[[2028, 222.94720675667682], [2036, 216.60910253659412], [2067, 205.10009512919382], [2075, 182.14019542696306], [2077, 224.93984635629698], [2079, 181.29111933261677], [2087, 173.98661349753837], [2089, 187.85736602013208], [2092, 195.14545876288852]]",9,"[2, 2, 5]",False,False,False,True,True,True,True,False,False,False,False,True,True,True,True
310,100,"[[2029, 219.56659899694824], [2030, 203.1048437300915], [2031, 164.23132978626853], [2042, 172.81833907993598], [2044, 215.0290188630926], [2047, 191.0535506292478], [2052, 197.42609405475866], [2055, 164.08553560224934], [2062, 150.5339663175145], [2068, 163.82484181906574], [2074, 177.29331151682493], [2082, 170.6356083429775], [2090, 222.23318095274627], [2091, 147.4754445243175], [2096, 180.9318116159562]]",15,"[6, 5, 4]",False,False,True,False,False,True,True,False,True,False,False,True,True,True,True
311,100,"[[2028, 219.49771906832885], [2029, 203.06469132043145], [2030, 164.25868559580908], [2041, 172.83056467002365], [2043, 214.96959008654346], [2046, 191.0348925982845], [2051, 197.3969255568191], [2054, 164.11204077731102], [2061, 150.58247578030318], [2067, 163.85121026509893], [2073, 177.2976811707415], [2081, 170.65053337521772], [2089, 222.16671686401668], [2090, 147.5265493252894], [2095, 180.9303589029692]]",15,"[6, 5, 4]",False,False,True,False,False,True,True,False,True,False,False,True,True,True,True
312,100,"[[2027, 219.42883913970945], [2028, 203.0245389107714], [2029, 164.28604140534964], [2040, 172.84279026011131], [2042, 214.91016130999435], [2045, 191.01623456732122], [2050, 197.36775705887953], [2053, 164.1385459523727], [2060, 150.63098524309186], [2066, 163.87757871113212], [2072, 177.30205082465807], [2080, 170.66545840745798], [2088, 222.1002527752871], [2089, 147.5776541262613], [2094, 180.92890618998217]]",15,"[7, 4, 4]",False,False,True,False,False,True,True,False,True,False,False,True,True,True,True
313,100,"[[2026, 219.35995921109003], [2027, 202.98438650111135], [2028, 164.3133972148902], [2039, 172.85501585019895], [2041, 214.85073253344524], [2044, 190.99757653635794], [2049, 197.33858856093994], [2052, 164.1650511274344], [2059, 150.6794947058805], [2065, 163.9039471571653], [2071, 177.30642047857464], [2079, 170.68038343969823], [2087, 222.0337886865575], [2088, 147.62875892723318], [2093, 180.92745347699517]]",15,"[7, 4, 4]",False,False,True,False,False,True,True,False,True,False,False,True,True,True,True
473,100,"[[2027, 209.9991279708832], [2029, 162.83091461313705], [2042, 186.98320479294685], [2048, 219.7272636163245], [2050, 208.95246520821013], [2072, 169.15176687113131], [2078, 217.9387883412715], [2080, 166.1884158190784], [2084, 191.89004685522715], [2089, 184.8956673334821], [2093, 262.061885785259], [2098, 201.58712467546343]]",12,"[5, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,False,True
474,100,"[[2026, 209.94672120876785], [2028, 162.86080359540713], [2041, 186.971317041597], [2047, 219.6603182996865], [2049, 208.9038406265265], [2071, 169.1693368923951], [2077, 217.87793327289643], [2079, 166.21049921087064], [2083, 191.87115663099053], [2088, 184.8879506770231], [2092, 261.93334848373814], [2097, 201.55357452610102]]",12,"[5, 1, 6]",False,False,True,True,False,True,True,False,True,False,False,True,True,False,True
475,100,"[[2027, 162.89069257767724], [2040, 186.95942929024713], [2046, 219.5933729830485], [2048, 208.85521604484282], [2070, 169.1869069136589], [2076, 217.81707820452132], [2078, 166.2325826026629], [2082, 191.8522664067539], [2087, 184.8802340205641], [2091, 261.80481118221724], [2096, 201.5200243767386], [2100, 172.61817891738005]]",12,"[4, 1, 7]",False,False,True,True,False,True,True,False,True,False,False,True,True,False,True
487,100,"[[2028, 186.8167762740488], [2034, 218.79002918339245], [2036, 208.271721064639], [2058, 169.3977471688243], [2064, 217.0868173840202], [2066, 166.49758330416984], [2070, 191.62558371591433], [2075, 184.78763414305624], [2079, 260.2623635639667], [2084, 201.11742258438983], [2088, 172.75542393086835], [2090, 171.31012098783808], [2094, 196.55089314163928], [2096, 163.05865469628333], [2100, 188.29743409254917]]",15,"[3, 5, 7]",False,False,False,False,True,True,True,False,True,False,False,True,True,False,True
